0.0,0.0
1.202205875,1.022727
2.613969875,2.045454
4.025733875,3.068181
5.437497875,4.090908
6.849261875,5.113635
8.261025875,6.136362
9.672789875,7.159089
11.084553875,8.269226
12.496317875,9.291953
13.908081875,10.31468
15.319845875,11.337407
16.73991365,12.360134
18.16848165,13.382861
19.59704965,14.405588
21.02561765,15.428315
22.471290075,16.451042
23.917070075,17.473769
25.380482075,18.496496
26.817770375,19.519223
28.29897315,20.54195
29.74475315,21.564677
31.19053315,22.587404
32.63631315,23.610131
34.06488115,24.632858
35.49344915,25.655585
36.92201715,26.678312
38.35058515,27.701039
39.77915315,28.723766
41.20772115,29.746493
42.63628915,30.76922
44.06485715,31.791947
45.49342515,32.814674
46.92199315,33.837401
48.35056115,34.860128
49.77912915,35.882855
51.20769715,36.905582
52.63626515,37.928309
54.06483315,38.951036
55.51061315,39.973763
56.97380475,40.99649
58.45528475,42.019217
59.90106475,43.041944
61.32983675,44.064671
62.780211725,45.087398
64.253101725,46.110125
65.698881725,47.132852
67.144661725,48.155579
68.573229725,49.309421
70.0833626,50.332148
71.5321466,51.354875
72.9607146,52.377602
74.3892826,53.400329
75.8177105667,54.423056
77.2294745667,55.445783
78.6412385667,56.46851
80.0530025667,57.491237
81.4647665667,58.513964
82.8765305667,59.536691
84.2882945667,60.559418
85.7000585667,61.582145
87.1118225667,62.604872
88.5235865667,63.627599
89.9353505667,64.650326
91.3471145667,65.673053
92.7588785667,66.69578
94.1706425667,67.718507
95.5824065667,68.741234
96.9941705667,69.763961
98.4059345667,70.786688
99.8176985667,71.809415
101.229462567,72.832142
102.641226567,73.854869
104.052990567,74.877596
105.464754567,75.900323
106.876518567,76.92305
108.288282567,77.945777
109.729838567,78.968504
111.229838567,79.991231
112.729838567,81.013958
